UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2400), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2400), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=661, y_max=2400), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=661, y_max=2400), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/section_container')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=661, y_max=1875), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=661, y_max=1875), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='Wallpaper preview', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=63, x_max=1017, y_min=661, y_max=1833), bbox_pixels=BoundingBox(x_min=63, x_max=1017, y_min=661, y_max=1833), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='Lockscreen wallpaper preview', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/lock_preview')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/wallpaper_surface')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/lock_screen_preview_container')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/lock_overlay')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=105, x_max=519, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='12\n59', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=199, x_max=425, y_min=978, y_max=1415), bbox_pixels=BoundingBox(x_min=199, x_max=425, y_min=978, y_max=1415), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/lock_time')
UIElement(text='Tue, Apr 15', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=137, x_max=239, y_min=788, y_max=847), bbox_pixels=BoundingBox(x_min=137, x_max=239, y_min=788, y_max=847), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/lock_date')
UIElement(text='', content_description='Wallpaper preview', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/home_preview')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/wallpaper_surface')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/workspace_surface')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=561, x_max=975, y_min=752, y_max=1599), bbox_pixels=BoundingBox(x_min=561, x_max=975, y_min=752, y_max=1599), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='com.google.android.apps.nexuslauncher:id/workspace')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=583, x_max=953, y_min=788, y_max=1374), bbox_pixels=BoundingBox(x_min=583, x_max=953, y_min=788, y_max=1374), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=583, x_max=953, y_min=788, y_max=893), bbox_pixels=BoundingBox(x_min=583, x_max=953, y_min=788, y_max=893), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='com.google.android.apps.nexuslauncher:id/search_container_workspace')
UIElement(text='Tue, Apr 15', content_description='Tue, Apr 15', class_name='android.widget.TextView', bbox=BoundingBox(x_min=583, x_max=953, y_min=795, y_max=818), bbox_pixels=BoundingBox(x_min=583, x_max=953, y_min=795, y_max=818), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='com.google.android.apps.nexuslauncher:id/clock')
UIElement(text='Gmail', content_description='Gmail', class_name='android.widget.TextView', bbox=BoundingBox(x_min=679, x_max=760, y_min=1270, y_max=1374), bbox_pixels=BoundingBox(x_min=679, x_max=760, y_min=1270, y_max=1374), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=True, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='')
UIElement(text='Photos', content_description='Photos', class_name='android.widget.TextView', bbox=BoundingBox(x_min=776, x_max=857, y_min=1270, y_max=1374), bbox_pixels=BoundingBox(x_min=776, x_max=857, y_min=1270, y_max=1374), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=True, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='')
UIElement(text='YouTube', content_description='YouTube', class_name='android.widget.TextView', bbox=BoundingBox(x_min=873, x_max=953, y_min=1270, y_max=1374), bbox_pixels=BoundingBox(x_min=873, x_max=953, y_min=1270, y_max=1374), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=True, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=561, x_max=975, y_min=1421, y_max=1623), bbox_pixels=BoundingBox(x_min=561, x_max=975, y_min=1421, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='com.google.android.apps.nexuslauncher:id/hotseat')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=590, x_max=946, y_min=1421, y_max=1496), bbox_pixels=BoundingBox(x_min=590, x_max=946, y_min=1421, y_max=1496), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='')
UIElement(text='Phone', content_description='Phone', class_name='android.widget.TextView', bbox=BoundingBox(x_min=590, x_max=656, y_min=1421, y_max=1496), bbox_pixels=BoundingBox(x_min=590, x_max=656, y_min=1421, y_max=1496), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=True, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='')
UIElement(text='Messages', content_description='Messages', class_name='android.widget.TextView', bbox=BoundingBox(x_min=687, x_max=753, y_min=1421, y_max=1496), bbox_pixels=BoundingBox(x_min=687, x_max=753, y_min=1421, y_max=1496), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=True, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='')
UIElement(text='Chrome', content_description='Chrome', class_name='android.widget.TextView', bbox=BoundingBox(x_min=783, x_max=850, y_min=1421, y_max=1496), bbox_pixels=BoundingBox(x_min=783, x_max=850, y_min=1421, y_max=1496), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=True, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='')
UIElement(text='Gmail', content_description='Predicted app: Gmail', class_name='android.widget.TextView', bbox=BoundingBox(x_min=880, x_max=946, y_min=1421, y_max=1496), bbox_pixels=BoundingBox(x_min=880, x_max=946, y_min=1421, y_max=1496), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=True, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='Search', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=590, x_max=946, y_min=1518, y_max=1581), bbox_pixels=BoundingBox(x_min=590, x_max=946, y_min=1518, y_max=1581), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=True, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='com.google.android.apps.nexuslauncher:id/search_container_hotseat')
UIElement(text='', content_description='Google app', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=594, x_max=642, y_min=1525, y_max=1573), bbox_pixels=BoundingBox(x_min=594, x_max=642, y_min=1525, y_max=1573), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='com.google.android.apps.nexuslauncher:id/g_icon')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=845, x_max=942, y_min=1518, y_max=1581), bbox_pixels=BoundingBox(x_min=845, x_max=942, y_min=1518, y_max=1581), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='com.google.android.apps.nexuslauncher:id/end_part')
UIElement(text='', content_description='Voice search', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=845, x_max=893, y_min=1518, y_max=1581), bbox_pixels=BoundingBox(x_min=845, x_max=893, y_min=1518, y_max=1581), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='com.google.android.apps.nexuslauncher:id/mic_icon')
UIElement(text='', content_description='Google Lens', class_name='android.widget.ImageButton', bbox=BoundingBox(x_min=893, x_max=942, y_min=1518, y_max=1581), bbox_pixels=BoundingBox(x_min=893, x_max=942, y_min=1518, y_max=1581), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.nexuslauncher', resource_name=None, tooltip=None, resource_id='com.google.android.apps.nexuslauncher:id/lens_icon')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), bbox_pixels=BoundingBox(x_min=561, x_max=975, y_min=703, y_max=1623), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/lock_screen_preview_container')
UIElement(text='Change wallpaper', content_description='', class_name='android.widget.Button', bbox=BoundingBox(x_min=309, x_max=772, y_min=1665, y_max=1791), bbox_pixels=BoundingBox(x_min=309, x_max=772, y_min=1665, y_max=1791), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/wallpaper_picker_entry')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=1875, y_max=2400), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=1875, y_max=2400), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=1875, y_max=2022), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=1875, y_max=2022), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.HorizontalScrollView', bbox=BoundingBox(x_min=53, x_max=1027, y_min=1875, y_max=2022), bbox_pixels=BoundingBox(x_min=53, x_max=1027, y_min=1875, y_max=2022), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='com.google.android.apps.wallpaper:id/separated_tabs')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=53, x_max=1027, y_min=1875, y_max=2022), bbox_pixels=BoundingBox(x_min=53, x_max=1027, y_min=1875, y_max=2022), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='Wallpaper colors', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=53, x_max=540, y_min=1875, y_max=2022), bbox_pixels=BoundingBox(x_min=53, x_max=540, y_min=1875, y_max=2022), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=True, is_visible=True, package_name='com.google.android.apps.wallpaper', resource_name=None, tooltip=None, resource_id='')
