UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2274), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='com.tencent.qqlive:id/arg')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='com.tencent.qqlive:id/arg')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='com.tencent.qqlive:id/arg')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='com.tencent.qqlive:id/arg')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='com.tencent.qqlive:id/arg')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2132), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='com.tencent.qqlive:id/arg')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=63, y_max=2132), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=63, y_max=2132), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='com.tencent.qqlive:id/arg')
UIElement(text='', content_description='', class_name='com.tencent.qqlive.ona.base.adapt.DetachableComposeView', bbox=BoundingBox(x_min=0, x_max=1080, y_min=189, y_max=2132), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=189, y_max=2132), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='com.tencent.qqlive:id/arg')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=0, x_max=1080, y_min=189, y_max=2132), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=189, y_max=2132), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ScrollView', bbox=BoundingBox(x_min=42, x_max=1038, y_min=189, y_max=2132), bbox_pixels=BoundingBox(x_min=42, x_max=1038, y_min=189, y_max=2132), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=True, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=74, x_max=540, y_min=563, y_max=689), bbox_pixels=BoundingBox(x_min=74, x_max=540, y_min=563, y_max=689), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='免费VIP 最高领22天', class_name='android.view.View', bbox=BoundingBox(x_min=74, x_max=540, y_min=605, y_max=646), bbox_pixels=BoundingBox(x_min=74, x_max=540, y_min=605, y_max=646), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='免费VIP 最高领22天', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=122, x_max=424, y_min=605, y_max=646), bbox_pixels=BoundingBox(x_min=122, x_max=424, y_min=605, y_max=646), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=540, x_max=1006, y_min=563, y_max=689), bbox_pixels=BoundingBox(x_min=540, x_max=1006, y_min=563, y_max=689), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='我的额度 送2个月会员', class_name='android.view.View', bbox=BoundingBox(x_min=540, x_max=1006, y_min=605, y_max=646), bbox_pixels=BoundingBox(x_min=540, x_max=1006, y_min=605, y_max=646), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='我的额度 送2个月会员', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=588, x_max=921, y_min=605, y_max=646), bbox_pixels=BoundingBox(x_min=588, x_max=921, y_min=605, y_max=646), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=74, x_max=1038, y_min=221, y_max=426), bbox_pixels=BoundingBox(x_min=74, x_max=1038, y_min=221, y_max=426), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=74, x_max=200, y_min=221, y_max=418), bbox_pixels=BoundingBox(x_min=74, x_max=200, y_min=221, y_max=418), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=226, x_max=849, y_min=240, y_max=366), bbox_pixels=BoundingBox(x_min=226, x_max=849, y_min=240, y_max=366), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='lyx-bot', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=226, x_max=339, y_min=271, y_max=295), bbox_pixels=BoundingBox(x_min=226, x_max=339, y_min=271, y_max=295), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=339, x_max=415, y_min=240, y_max=366), bbox_pixels=BoundingBox(x_min=339, x_max=415, y_min=240, y_max=366), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=415, x_max=541, y_min=240, y_max=366), bbox_pixels=BoundingBox(x_min=415, x_max=541, y_min=240, y_max=366), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='积分：0', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=224, x_max=350, y_min=295, y_max=418), bbox_pixels=BoundingBox(x_min=224, x_max=350, y_min=295, y_max=418), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='  钻石：0', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=373, x_max=510, y_min=295, y_max=421), bbox_pixels=BoundingBox(x_min=373, x_max=510, y_min=295, y_max=421), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=865, x_max=1038, y_min=253, y_max=426), bbox_pixels=BoundingBox(x_min=865, x_max=1038, y_min=253, y_max=426), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=74, x_max=377, y_min=418, y_max=544), bbox_pixels=BoundingBox(x_min=74, x_max=377, y_min=418, y_max=544), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='视频VIP', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=74, x_max=213, y_min=426, y_max=473), bbox_pixels=BoundingBox(x_min=74, x_max=213, y_min=426, y_max=473), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='开通VIP', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=74, x_max=194, y_min=478, y_max=518), bbox_pixels=BoundingBox(x_min=74, x_max=194, y_min=478, y_max=518), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=398, x_max=702, y_min=418, y_max=544), bbox_pixels=BoundingBox(x_min=398, x_max=702, y_min=418, y_max=544), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='体育VIP', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=398, x_max=537, y_min=426, y_max=473), bbox_pixels=BoundingBox(x_min=398, x_max=537, y_min=426, y_max=473), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='新人15元/月', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=398, x_max=586, y_min=478, y_max=518), bbox_pixels=BoundingBox(x_min=398, x_max=586, y_min=478, y_max=518), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=734, x_max=1006, y_min=418, y_max=544), bbox_pixels=BoundingBox(x_min=734, x_max=1006, y_min=418, y_max=544), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='其他套餐', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=767, x_max=923, y_min=426, y_max=473), bbox_pixels=BoundingBox(x_min=767, x_max=923, y_min=426, y_max=473), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='JUMP卡上新', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=767, x_max=961, y_min=478, y_max=518), bbox_pixels=BoundingBox(x_min=767, x_max=961, y_min=478, y_max=518), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=74, x_max=307, y_min=792, y_max=918), bbox_pixels=BoundingBox(x_min=74, x_max=307, y_min=792, y_max=918), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='预约/加追', class_name='android.view.View', bbox=BoundingBox(x_min=74, x_max=307, y_min=795, y_max=914), bbox_pixels=BoundingBox(x_min=74, x_max=307, y_min=795, y_max=914), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='预约/加追', class_name='android.view.View', bbox=BoundingBox(x_min=159, x_max=222, y_min=795, y_max=858), bbox_pixels=BoundingBox(x_min=159, x_max=222, y_min=795, y_max=858), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='预约/加追', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=74, x_max=307, y_min=874, y_max=914), bbox_pixels=BoundingBox(x_min=74, x_max=307, y_min=874, y_max=914), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=307, x_max=540, y_min=792, y_max=918), bbox_pixels=BoundingBox(x_min=307, x_max=540, y_min=792, y_max=918), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='下载', class_name='android.view.View', bbox=BoundingBox(x_min=307, x_max=540, y_min=795, y_max=914), bbox_pixels=BoundingBox(x_min=307, x_max=540, y_min=795, y_max=914), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='下载', class_name='android.view.View', bbox=BoundingBox(x_min=392, x_max=455, y_min=795, y_max=858), bbox_pixels=BoundingBox(x_min=392, x_max=455, y_min=795, y_max=858), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='下载', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=307, x_max=540, y_min=874, y_max=914), bbox_pixels=BoundingBox(x_min=307, x_max=540, y_min=874, y_max=914), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=540, x_max=773, y_min=792, y_max=918), bbox_pixels=BoundingBox(x_min=540, x_max=773, y_min=792, y_max=918), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='片单', class_name='android.view.View', bbox=BoundingBox(x_min=540, x_max=773, y_min=795, y_max=914), bbox_pixels=BoundingBox(x_min=540, x_max=773, y_min=795, y_max=914), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='片单', class_name='android.view.View', bbox=BoundingBox(x_min=625, x_max=688, y_min=795, y_max=858), bbox_pixels=BoundingBox(x_min=625, x_max=688, y_min=795, y_max=858), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='片单', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=540, x_max=773, y_min=874, y_max=914), bbox_pixels=BoundingBox(x_min=540, x_max=773, y_min=874, y_max=914), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.View', bbox=BoundingBox(x_min=773, x_max=1006, y_min=792, y_max=918), bbox_pixels=BoundingBox(x_min=773, x_max=1006, y_min=792, y_max=918), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.tencent.qqlive', resource_name=None, tooltip=None, resource_id='')
