UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2274), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2274), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='androidx.viewpager.widget.ViewPager', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2143), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=True, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/home_view_pager')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2143), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=177), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=0, y_max=177), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=0, x_max=1080, y_min=176, y_max=177), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=176, y_max=177), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=177, y_max=293), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=177, y_max=293), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/ly_hot_sliding_tab')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=177, y_max=293), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=177, y_max=293), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=0, x_max=975, y_min=178, y_max=292), bbox_pixels=BoundingBox(x_min=0, x_max=975, y_min=178, y_max=292), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.HorizontalScrollView', bbox=BoundingBox(x_min=0, x_max=975, y_min=178, y_max=292), bbox_pixels=BoundingBox(x_min=0, x_max=975, y_min=178, y_max=292), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=True, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=975, y_min=178, y_max=292), bbox_pixels=BoundingBox(x_min=0, x_max=975, y_min=178, y_max=292), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=0, x_max=176, y_min=188, y_max=281), bbox_pixels=BoundingBox(x_min=0, x_max=176, y_min=188, y_max=281), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='Hot', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=34, x_max=102, y_min=206, y_max=263), bbox_pixels=BoundingBox(x_min=34, x_max=102, y_min=206, y_max=263), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/text_item')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=176, x_max=315, y_min=190, y_max=279), bbox_pixels=BoundingBox(x_min=176, x_max=315, y_min=190, y_max=279), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='City', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=176, x_max=241, y_min=208, y_max=261), bbox_pixels=BoundingBox(x_min=176, x_max=241, y_min=208, y_max=261), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/text_item')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=315, x_max=590, y_min=190, y_max=279), bbox_pixels=BoundingBox(x_min=315, x_max=590, y_min=190, y_max=279), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='Ranking list', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=315, x_max=516, y_min=208, y_max=261), bbox_pixels=BoundingBox(x_min=315, x_max=516, y_min=208, y_max=261), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/text_item')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=590, x_max=875, y_min=190, y_max=279), bbox_pixels=BoundingBox(x_min=590, x_max=875, y_min=190, y_max=279), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='CNY Movies', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=590, x_max=801, y_min=208, y_max=261), bbox_pixels=BoundingBox(x_min=590, x_max=801, y_min=208, y_max=261), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/text_item')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=875, x_max=975, y_min=190, y_max=279), bbox_pixels=BoundingBox(x_min=875, x_max=975, y_min=190, y_max=279), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='Star', content_description='', class_name='android.widget.TextView', bbox=BoundingBox(x_min=875, x_max=945, y_min=208, y_max=261), bbox_pixels=BoundingBox(x_min=875, x_max=945, y_min=208, y_max=261), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/text_item')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=962, x_max=975, y_min=178, y_max=292), bbox_pixels=BoundingBox(x_min=962, x_max=975, y_min=178, y_max=292), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=975, x_max=1080, y_min=178, y_max=293), bbox_pixels=BoundingBox(x_min=975, x_max=1080, y_min=178, y_max=293), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='androidx.viewpager.widget.ViewPager', bbox=BoundingBox(x_min=0, x_max=1080, y_min=293, y_max=2143), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=293, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=True, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/ly_hot_pager')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=293, y_max=2143), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=293, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/flow_stream_container')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=293, y_max=2143), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=293, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/flow_stream_pull_down')
UIElement(text='', content_description='', class_name='androidx.recyclerview.widget.RecyclerView', bbox=BoundingBox(x_min=0, x_max=1080, y_min=293, y_max=2143), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=293, y_max=2143), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=True, is_focusable=True, is_long_clickable=False, is_scrollable=True, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/view_recycler')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=293, y_max=430), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=293, y_max=430), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=322, y_max=401), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=322, y_max=401), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=322, y_max=401), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=322, y_max=401), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=322, y_max=401), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=322, y_max=401), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/item_root')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=322, y_max=401), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=322, y_max=401), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/common_search_root')
UIElement(text='', content_description='', class_name='android.widget.ViewFlipper', bbox=BoundingBox(x_min=32, x_max=1048, y_min=322, y_max=401), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=322, y_max=401), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/searchInputMarquee')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=322, y_max=401), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=322, y_max=401), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=False, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.RelativeLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=322, y_max=401), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=322, y_max=401), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/searchbar')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=32, x_max=1048, y_min=322, y_max=401), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=322, y_max=401), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/ly_left')
UIElement(text='', content_description='搜索图标', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=260, x_max=299, y_min=324, y_max=398), bbox_pixels=BoundingBox(x_min=260, x_max=299, y_min=324, y_max=398), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=False, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/iv_search_icon')
UIElement(text='大家正在搜：谢霆锋快拽一下我', content_description='', class_name='android.widget.EditText', bbox=BoundingBox(x_min=315, x_max=819, y_min=322, y_max=401), bbox_pixels=BoundingBox(x_min=315, x_max=819, y_min=322, y_max=401), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=False, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/tv_search_keyword')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=430, y_max=1483), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=430, y_max=1483), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=True, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=430, y_max=1459), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=430, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.LinearLayout', bbox=BoundingBox(x_min=0, x_max=1080, y_min=430, y_max=1459), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=430, y_max=1459), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=0, x_max=1080, y_min=430, y_max=574), bbox_pixels=BoundingBox(x_min=0, x_max=1080, y_min=430, y_max=574), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/mblogHeadtitle')
UIElement(text='', content_description='', class_name='android.view.ViewGroup', bbox=BoundingBox(x_min=0, x_max=752, y_min=430, y_max=574), bbox_pixels=BoundingBox(x_min=0, x_max=752, y_min=430, y_max=574), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.FrameLayout', bbox=BoundingBox(x_min=26, x_max=141, y_min=451, y_max=574), bbox_pixels=BoundingBox(x_min=26, x_max=141, y_min=451, y_max=574), hint_text=None, is_checked=False, is_checkable=False, is_clickable=True, is_editable=None, is_enabled=True, is_focused=False, is_focusable=True, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=26, x_max=141, y_min=451, y_max=574), bbox_pixels=BoundingBox(x_min=26, x_max=141, y_min=451, y_max=574), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=35, x_max=135, y_min=469, y_max=569), bbox_pixels=BoundingBox(x_min=35, x_max=135, y_min=469, y_max=569), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='', class_name='android.widget.ImageView', bbox=BoundingBox(x_min=101, x_max=138, y_min=534, y_max=571), bbox_pixels=BoundingBox(x_min=101, x_max=138, y_min=534, y_max=571), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='')
UIElement(text='', content_description='分享视频 ￼你的晓艺呀的微博视频  \u200b', class_name='android.view.View', bbox=BoundingBox(x_min=32, x_max=1048, y_min=592, y_max=645), bbox_pixels=BoundingBox(x_min=32, x_max=1048, y_min=592, y_max=645), hint_text=None, is_checked=False, is_checkable=False, is_clickable=False, is_editable=None, is_enabled=True, is_focused=False, is_focusable=False, is_long_clickable=False, is_scrollable=False, is_selected=False, is_visible=True, package_name='com.sina.weibo', resource_name=None, tooltip=None, resource_id='com.sina.weibo:id/contentTextView')
